x,y,labels
0.8038074150000014,-0.5820834499999991,0
0.8052362729999984,-0.6440893780000039,1
0.9819745109999972,-0.7100482209999939,2
0.7896496979999981,-0.6741784580000001,1
0.7714055329999994,-0.6808905479999936,1
0.7556043940000023,-0.6429457680000041,1
0.7567980239999983,-0.6708899890000026,1
0.7357119349999977,-0.6066192790000002,1
0.7677448379999987,-0.6906636789999965,1
0.8079344309999996,-0.6698132399999963,1
0.6685691939999998,-0.6201886940000065,3
0.7860128020000019,-0.6631458970000068,1
0.7825035290000031,-0.661851495999997,1
0.7248705200000032,-0.596063142999995,4
0.893946016000001,-0.6375279479999989,5
0.8588841759999966,-0.6547281160000011,6
0.7934152609999998,-0.6512129340000001,1
0.7824675769999985,-0.6571257359999976,1
0.8766323779999965,-0.6498293519999976,5
0.8865467820000035,-0.6646522270000048,5
0.8622956760000022,-0.6501656150000059,5
0.9349647299999972,-0.6806485120000048,7
0.8857100800000026,-0.7656450340000021,8
0.9943067740000018,-0.6775116360000055,9
0.8818332040000029,-0.6430281170000001,5
1.0193992370000018,-0.6750494850000024,9
0.7294820779999966,-0.5958089230000071,4
0.8130822330000029,-0.6123592219999949,1
0.8867984270000022,-0.6749582380000021,10
0.7498199830000019,-0.6942762820000041,11
0.686039547,-0.642181640000004,12
0.8777645110000023,-0.7109076499999958,8
1.0193992370000018,-0.6750494850000024,9
0.7791281200000029,-0.6926178429999936,1
0.9417938189999971,-0.6497771039999947,13
0.883490965,-0.6412439049999961,5
0.7671558730000001,-0.6353440299999988,1
0.8974769699999996,-0.7507639810000057,8
0.8854351550000032,-0.6613256109999952,5
0.8847251199999988,-0.6262547320000067,5
0.9981830700000032,-0.6898990709999993,9
0.9737558690000014,-0.8430690410000068,14
0.8539042129999999,-0.6271045170000065,5
0.9396800310000016,-0.6697650320000008,13
0.7935793859999976,-0.6451420679999984,1
0.9170823150000018,-0.6521204809999972,5
0.7404162670000005,-0.7175854160000057,11
0.6640721890000023,-0.6414504340000065,3
0.9906275060000028,-0.7791810700000071,15
0.9737970810000008,-0.841156435000002,14
0.7797414200000006,-0.6453890359999974,1
0.9543281400000012,-0.6787598650000035,16
0.8981554619999983,-0.6771152609999973,10
1.004155230000002,-0.6608356330000049,9
0.8815351679999992,-0.6621927160000071,5
0.8995590290000024,-0.7495218779999959,8
0.9013240499999996,-0.6283307119999932,5
0.9785118429999996,-0.8144086270000059,15
0.8950522510000027,-0.6503785940000029,5
0.8202484970000015,-0.6160208769999969,1
0.9025803950000012,-0.7319649660000067,8
0.947178100000002,-0.6572148230000039,13
0.8132725979999975,-0.5978014110000059,1
0.884650262000001,-0.6279154589999933,5
0.9423243490000032,-0.6767323939999983,16
0.8945622669999977,-0.7211609900000013,8
0.7056846859999979,-0.7050151619999951,17
0.7477323170000005,-0.5963293159999951,1
0.8085173799999978,-0.6738273520000035,1
0.9155506700000018,-0.7095229009999997,8
0.8988646740000021,-0.6635393260000058,5
0.8949550500000001,-0.7540264409999935,8
0.8858792529999988,-0.6309794250000067,5
0.8800234739999979,-0.6396288849999934,5
0.8744161999999989,-0.638591667,5
1.0193992370000018,-0.6750494850000024,9
0.909005526999998,-0.7963643559999979,18
0.7201714130000028,-0.5765163460000053,4
0.9460229459999994,-0.7065756190000059,19
0.8577714740000033,-0.6676391139999964,6
0.8562293000000025,-0.7041678190000056,8
0.7634406040000029,-0.7003393899999963,1
0.8865305539999966,-0.7443815400000062,8
0.7295456009999981,-0.6616632599999974,1
0.8959309199999979,-0.6326984519999996,5
0.8835001870000028,-0.6278766979999943,5
0.7446130399999973,-0.6511471029999996,1
0.9009528200000004,-0.6431124110000042,5
0.9076881220000032,-0.7069433860000061,8
0.8785484200000013,-0.6276888109999987,5
0.6907327899999984,-0.6264610549999929,12
0.8111654679999987,-0.6187449490000034,1
0.8909923029999973,-0.7039553399999932,8
0.939349049999997,-0.7055787599999945,19
0.9082397979999968,-0.7104904669999996,8
0.8038591199999985,-0.6745719940000043,1
0.8960870900000018,-0.6268346330000014,5
1.0170254969999988,-0.6712284089999939,9
0.7492536700000016,-0.5552755580000053,1
0.7682376180000006,-0.6541996699999971,1
0.7604765439999994,-0.6560261740000044,1
0.9421443310000016,-0.8105207130000025,20
0.7495879459999983,-0.7207006769999964,11
0.8669962310000017,-0.6274193600000046,5
0.8827909139999974,-0.7747450109999932,8
1.0119363310000011,-0.7056492770000062,2
0.848505191000001,-0.6788084370000007,6
0.9978004960000036,-0.6857936480000006,9
0.7495279540000013,-0.5986065019999955,1
0.9404486800000028,-0.6510815890000003,13
0.9358932530000031,-0.6473923759999991,21
0.8672648100000018,-0.7139172260000066,8
0.9111512090000032,-0.6359817900000024,5
0.8896861500000028,-0.757856873999998,8
0.9391055809999996,-0.6476593390000005,13
0.8865779879999991,-0.6629442069999953,5
0.9003084759999993,-0.6617169999999959,5
0.9965897650000032,-0.6910702590000001,2
0.9472093549999984,-0.722528620999995,19
0.9397465360000012,-0.6651442250000059,13
0.7512266080000032,-0.6085332079999972,1
0.7672704390000007,-0.6289352400000041,1
0.9104367600000032,-0.758137106999996,8
0.9683706200000016,-0.7164908569999966,19
0.8368063129999967,-0.7309554899999995,8
0.9237152290000026,-0.6429516449999966,5
0.7745250520000013,-0.5984972499999941,1
0.8237981509999983,-0.619756522000003,1
0.8094499259999992,-0.6120991730000043,1
0.7722252419999975,-0.7420850129999934,22
0.8225946049999989,-0.6042141829999963,1
